number,pokemon_name,main_type,secondary_type,region,attack,defense,capture_rate,resistance,weakness,poss_attacks
263,Zigzagoon,Normal,,Hoenn,58,80,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Rock Smash', 'Tackle', 'Dig', 'Grass Knot', 'Thunderbolt', 'Tackle', 'Take Down', 'Body Slam', 'Dig', 'Swift']"
264,Linoone,Normal,,Hoenn,142,128,20%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Shadow Claw', 'Tackle', 'Dig', 'Grass Knot', 'Thunder', 'Lick', 'Snarl', 'Body Slam', 'Dig', 'Gunk Shot']"
265,Wurmple,Bug,,Hoenn,75,59,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Bug Bite', 'Tackle', 'Struggle']"
266,Silcoon,Bug,,Hoenn,60,77,25%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Bug Bite', 'Poison Sting', 'Struggle']"
267,Beautifly,Bug,Flying,Hoenn,189,98,12.5%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}","['Infestation', 'Struggle Bug', 'Air Cutter', 'Bug Buzz', 'Silver Wind']"
268,Cascoon,Bug,,Hoenn,60,77,25%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Bug Bite', 'Poison Sting', 'Struggle']"
269,Dustox,Bug,Poison,Hoenn,98,162,12.5%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}","['Confusion', 'Struggle Bug', 'Bug Buzz', 'Silver Wind', 'Sludge Bomb']"
270,Lotad,Water,Grass,Hoenn,71,77,50%,"{'62.5%': ['Ground', 'Steel'], '39%': ['Water']}","{'160%': ['Bug', 'Flying', 'Poison']}","['Razor Leaf', 'Water Gun', 'Bubble Beam', 'Energy Ball']"
271,Lombre,Water,Grass,Hoenn,112,119,25%,"{'62.5%': ['Ground', 'Steel'], '39%': ['Water']}","{'160%': ['Bug', 'Flying', 'Poison']}","['Bubble', 'Razor Leaf', 'Bubble Beam', 'Grass Knot', 'Ice Beam']"
272,Ludicolo,Water,Grass,Hoenn,173,176,12.5%,"{'62.5%': ['Ground', 'Steel'], '39%': ['Water']}","{'160%': ['Bug', 'Flying', 'Poison']}","['Bubble', 'Razor Leaf', 'Blizzard', 'Energy Ball', 'Hydro Pump', 'Ice Beam', 'Leaf Storm', 'Solar Beam']"
273,Seedot,Grass,,Hoenn,71,77,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bullet Seed', 'Quick Attack', 'Energy Ball', 'Foul Play', 'Grass Knot']"
274,Nuzleaf,Grass,Dark,Hoenn,134,78,25%,"{'62.5%': ['Dark', 'Electric', 'Ghost', 'Grass', 'Ground', 'Water'], '39%': ['Psychic']}","{'160%': ['Fairy', 'Fighting', 'Fire', 'Flying', 'Ice', 'Poison'], '256%': ['Bug']}","['Feint Attack', 'Razor Leaf', 'Foul Play', 'Grass Knot', 'Leaf Blade']"
275,Shiftry,Grass,Dark,Hoenn,200,121,12.5%,"{'62.5%': ['Dark', 'Electric', 'Ghost', 'Grass', 'Ground', 'Water'], '39%': ['Psychic']}","{'160%': ['Fairy', 'Fighting', 'Fire', 'Flying', 'Ice', 'Poison'], '256%': ['Bug']}","['Feint Attack', 'Razor Leaf', 'Snarl', 'Bullet Seed', 'Foul Play', 'Hurricane', 'Leaf Blade', 'Leaf Tornado']"
276,Taillow,Normal,Flying,Hoenn,106,61,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Peck', 'Quick Attack', 'Aerial Ace']"
277,Swellow,Normal,Flying,Hoenn,185,124,20%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Steel Wing', 'Wing Attack', 'Aerial Ace', 'Brave Bird', 'Sky Attack']"
278,Wingull,Water,Flying,Hoenn,106,61,50%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}","['Quick Attack', 'Water Gun', 'Air Cutter', 'Ice Beam', 'Water Pulse']"
279,Pelipper,Water,Flying,Hoenn,175,174,20%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}","['Water Gun', 'Wing Attack', 'Blizzard', 'Hurricane', 'Hydro Pump', 'Weather Ball']"
280,Ralts,Psychic,Fairy,Hoenn,79,59,40%,"{'62.5%': ['Psychic'], '39%': ['Dragon', 'Fighting']}","{'160%': ['Ghost', 'Poison', 'Steel']}","['Charge Beam', 'Confusion', 'Disarming Voice', 'Psyshock', 'Shadow Sneak']"
281,Kirlia,Psychic,Fairy,Hoenn,117,90,10%,"{'62.5%': ['Psychic'], '39%': ['Dragon', 'Fighting']}","{'160%': ['Ghost', 'Poison', 'Steel']}","['Charge Beam', 'Confusion', 'Disarming Voice', 'Psychic', 'Shadow Sneak', 'Draining Kiss']"
282,Gardevoir,Psychic,Fairy,Hoenn,237,195,5%,"{'62.5%': ['Psychic'], '39%': ['Dragon', 'Fighting']}","{'160%': ['Ghost', 'Poison', 'Steel']}","['Charge Beam', 'Charm', 'Confusion', 'Dazzling Gleam', 'Psychic', 'Shadow Ball', 'Synchronoise']"
283,Surskit,Bug,Water,Hoenn,93,87,50%,"{'62.5%': ['Fighting', 'Ground', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Flying', 'Rock']}","['Bubble', 'Bug Bite', 'Aqua Jet', 'Bubble Beam', 'Signal Beam']"
284,Masquerain,Bug,Flying,Hoenn,192,150,20%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}","['Air Slash', 'Infestation', 'Air Cutter', 'Bubble Beam', 'Lunge', 'Ominous Wind', 'Silver Wind']"
285,Shroomish,Grass,,Hoenn,74,110,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bullet Seed', 'Tackle', 'Energy Ball', 'Grass Knot', 'Seed Bomb']"
286,Breloom,Grass,Fighting,Hoenn,241,144,20%,"{'62.5%': ['Dark', 'Electric', 'Grass', 'Ground', 'Rock', 'Water']}","{'160%': ['Fairy', 'Fire', 'Ice', 'Poison', 'Psychic'], '256%': ['Flying']}","['Bullet Seed', 'Counter', 'Dynamic Punch', 'Seed Bomb', 'Sludge Bomb', 'Grass Knot']"
287,Slakoth,Normal,,Hoenn,104,92,40%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Yawn', 'Body Slam', 'Brick Break', 'Night Slash']"
288,Vigoroth,Normal,,Hoenn,159,145,10%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Counter', 'Scratch', 'Body Slam', 'Brick Break', 'Bulldoze']"
289,Slaking,Normal,,Hoenn,290,166,5%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Yawn', 'Earthquake', 'Hyper Beam', 'Play Rough', 'Body Slam']"
290,Nincada,Bug,Ground,Hoenn,80,126,20%,"{'62.5%': ['Fighting', 'Ground', 'Poison'], '39%': ['Electric']}","{'160%': ['Fire', 'Flying', 'Ice', 'Water']}","['Bug Bite', 'Scratch', 'Aerial Ace', 'Bug Buzz', 'Night Slash']"
291,Ninjask,Bug,Flying,Hoenn,199,112,10%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}","['Fury Cutter', 'Metal Claw', 'Aerial Ace', 'Bug Buzz', 'Shadow Ball']"
292,Shedinja,Bug,Ghost,Hoenn,153,73,5%,"{'62.5%': ['Bug', 'Grass', 'Ground', 'Poison'], '39%': ['Normal'], '24%': ['Fighting']}","{'160%': ['Dark', 'Fire', 'Flying', 'Ghost', 'Rock']}","['Bug Bite', 'Shadow Claw', 'Struggle Bug', 'Bite', 'Aerial Ace', 'Dig', 'Shadow Sneak']"
293,Whismur,Normal,,Hoenn,92,42,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Astonish', 'Pound', 'Disarming Voice', 'Flamethrower', 'Stomp']"
294,Loudred,Normal,,Hoenn,134,81,25%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Bite', 'Rock Smash', 'Disarming Voice', 'Flamethrower', 'Stomp']"
295,Exploud,Normal,,Hoenn,179,137,12.5%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Astonish', 'Bite', 'Crunch', 'Disarming Voice', 'Fire Blast']"
296,Makuhita,Fighting,,Hoenn,99,54,50%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Rock Smash', 'Tackle', 'Cross Chop', 'Heavy Slam', 'Low Sweep']"
297,Hariyama,Fighting,,Hoenn,209,114,20%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Bullet Punch', 'Counter', 'Close Combat', 'Dynamic Punch', 'Heavy Slam', 'Superpower']"
298,Azurill,Normal,Fairy,Hoenn,36,71,N/A,"{'62.5%': ['Bug', 'Dark'], '39%': ['Dragon', 'Ghost']}","{'160%': ['Poison', 'Steel']}","['Bubble', 'Splash', 'Body Slam', 'Bubble Beam', 'Ice Beam']"
299,Nosepass,Rock,,Hoenn,82,215,20%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}","['Rock Throw', 'Spark', 'Rock Blast', 'Rock Slide', 'Thunderbolt']"
300,Skitty,Normal,,Hoenn,84,79,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Feint Attack', 'Tackle', 'Dig', 'Disarming Voice', 'Wild Charge']"
301,Delcatty,Normal,,Hoenn,132,127,20%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Charm', 'Feint Attack', 'Zen Headbutt', 'Disarming Voice', 'Play Rough', 'Wild Charge']"
302,Sableye,Dark,Ghost,Hoenn,141,136,20%,"{'62.5%': ['Fighting', 'Poison'], '39%': ['Normal', 'Psychic']}",{'160%': ['Fairy']},"['Feint Attack', 'Shadow Claw', 'Foul Play', 'Power Gem', 'Shadow Sneak']"
303,Mawile,Steel,Fairy,Hoenn,155,141,50%,"{'62.5%': ['Dark', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Poison', 'Psychic', 'Rock'], '39%': ['Bug'], '24%': ['Dragon']}","{'160%': ['Fire', 'Ground']}","['Astonish', 'Bite', 'Fire Fang', 'Ice Fang', 'Iron Head', 'Play Rough', 'Power-Up Punch', 'Vise Grip']"
304,Aron,Steel,Rock,Hoenn,121,141,50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}","['Metal Claw', 'Tackle', 'Body Slam', 'Iron Head', 'Rock Tomb']"
305,Lairon,Steel,Rock,Hoenn,158,198,25%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}","['Iron Tail', 'Metal Claw', 'Body Slam', 'Heavy Slam', 'Rock Slide', 'Rock Tomb']"
306,Aggron,Steel,Rock,Hoenn,198,257,12.5%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}","['Dragon Tail', 'Iron Tail', 'Smack Down', 'Heavy Slam', 'Rock Tomb', 'Stone Edge', 'Thunder']"
307,Meditite,Fighting,Psychic,Hoenn,78,107,50%,"{'62.5%': ['Fighting', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Ghost']}","['Confusion', 'Rock Smash', 'Ice Punch', 'Low Sweep', 'Psyshock']"
308,Medicham,Fighting,Psychic,Hoenn,121,152,20%,"{'62.5%': ['Fighting', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Ghost']}","['Counter', 'Psycho Cut', 'Dynamic Punch', 'Ice Punch', 'Power-Up Punch', 'Psychic']"
309,Electrike,Electric,,Hoenn,123,78,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Quick Attack', 'Spark', 'Discharge', 'Swift', 'Thunderbolt']"
310,Manectric,Electric,,Hoenn,215,127,20%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Charge Beam', 'Snarl', 'Thunder Fang', 'Flame Burst', 'Overheat', 'Thunder', 'Wild Charge']"
311,Plusle,Electric,,Hoenn,167,129,30%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Quick Attack', 'Spark', 'Discharge', 'Grass Knot', 'Swift', 'Thunderbolt']"
312,Minun,Electric,,Hoenn,147,150,30%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Quick Attack', 'Spark', 'Discharge', 'Grass Knot', 'Swift', 'Thunderbolt']"
313,Volbeat,Bug,,Hoenn,143,166,30%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Struggle Bug', 'Tackle', 'Bug Buzz', 'Signal Beam', 'Thunderbolt']"
314,Illumise,Bug,,Hoenn,143,166,30%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Struggle Bug', 'Tackle', 'Bug Buzz', 'Dazzling Gleam', 'Silver Wind']"
315,Roselia,Grass,Poison,Hoenn,186,131,30%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}","['Poison Jab', 'Razor Leaf', 'Dazzling Gleam', 'Petal Blizzard', 'Sludge Bomb']"
316,Gulpin,Poison,,Hoenn,80,99,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}","['Pound', 'Rock Smash', 'Gunk Shot', 'Ice Beam', 'Sludge']"
317,Swalot,Poison,,Hoenn,140,159,20%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}","['Infestation', 'Rock Smash', 'Acid Spray', 'Gunk Shot', 'Ice Beam', 'Sludge Bomb']"
318,Carvanha,Water,Dark,Hoenn,171,39,50%,"{'62.5%': ['Dark', 'Fire', 'Ghost', 'Ice', 'Steel', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Electric', 'Fairy', 'Fighting', 'Grass']}","['Bite', 'Snarl', 'Aqua Jet', 'Crunch', 'Poison Fang']"
319,Sharpedo,Water,Dark,Hoenn,243,83,20%,"{'62.5%': ['Dark', 'Fire', 'Ghost', 'Ice', 'Steel', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Electric', 'Fairy', 'Fighting', 'Grass']}","['Bite', 'Waterfall', 'Crunch', 'Hydro Pump', 'Poison Fang']"
320,Wailmer,Water,,Hoenn,136,68,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Splash', 'Water Gun', 'Body Slam', 'Heavy Slam', 'Water Pulse']"
321,Wailord,Water,,Hoenn,175,87,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Water Gun', 'Zen Headbutt', 'Blizzard', 'Hyper Beam', 'Surf']"
322,Numel,Fire,Ground,Hoenn,119,79,50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Poison', 'Steel'], '39%': ['Electric']}","{'160%': ['Ground'], '256%': ['Water']}","['Ember', 'Tackle', 'Bulldoze', 'Heat Wave', 'Stomp']"
323,Camerupt,Fire,Ground,Hoenn,194,136,20%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Poison', 'Steel'], '39%': ['Electric']}","{'160%': ['Ground'], '256%': ['Water']}","['Ember', 'Rock Smash', 'Earth Power', 'Earthquake', 'Overheat', 'Solar Beam']"
324,Torkoal,Fire,,Hoenn,151,203,30%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Ember', 'Fire Spin', 'Earthquake', 'Overheat', 'Solar Beam']"
325,Spoink,Psychic,,Hoenn,125,122,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Splash', 'Zen Headbutt', 'Mirror Coat', 'Psybeam', 'Shadow Ball']"
326,Grumpig,Psychic,,Hoenn,171,188,20%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Charge Beam', 'Extrasensory', 'Mirror Coat', 'Psychic', 'Shadow Ball']"
327,Spinda,Normal,,Hoenn,116,116,30%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Psycho Cut', 'Sucker Punch', 'Dig', 'Icy Wind', 'Rock Tomb']"
328,Trapinch,Ground,,Hoenn,162,78,40%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}","['Mud Shot', 'Struggle Bug', 'Crunch', 'Dig', 'Sand Tomb']"
329,Vibrava,Ground,Dragon,Hoenn,134,99,10%,"{'62.5%': ['Fire', 'Poison', 'Rock'], '24%': ['Electric']}","{'160%': ['Dragon', 'Fairy'], '256%': ['Ice']}","['Dragon Breath', 'Mud Shot', 'Bug Buzz', 'Bulldoze', 'Sand Tomb']"
330,Flygon,Ground,Dragon,Hoenn,205,168,5%,"{'62.5%': ['Fire', 'Poison', 'Rock'], '24%': ['Electric']}","{'160%': ['Dragon', 'Fairy'], '256%': ['Ice']}","['Dragon Tail', 'Mud Shot', 'Dragon Claw', 'Earthquake', 'Stone Edge', 'Earth Power']"
331,Cacnea,Grass,,Hoenn,156,74,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Poison Sting', 'Sucker Punch', 'Brick Break', 'Grass Knot', 'Payback', 'Seed Bomb']"
332,Cacturne,Grass,Dark,Hoenn,221,115,20%,"{'62.5%': ['Dark', 'Electric', 'Ghost', 'Grass', 'Ground', 'Water'], '39%': ['Psychic']}","{'160%': ['Fairy', 'Fighting', 'Fire', 'Flying', 'Ice', 'Poison'], '256%': ['Bug']}","['Poison Jab', 'Sucker Punch', 'Dark Pulse', 'Dynamic Punch', 'Grass Knot', 'Payback']"
333,Swablu,Normal,Flying,Hoenn,76,132,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Astonish', 'Peck', 'Aerial Ace', 'Disarming Voice', 'Ice Beam']"
334,Altaria,Dragon,Flying,Hoenn,141,201,20%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Dragon', 'Fairy', 'Rock'], '256%': ['Ice']}","['Dragon Breath', 'Peck', 'Dazzling Gleam', 'Dragon Pulse', 'Sky Attack', 'Moonblast']"
335,Zangoose,Normal,,Hoenn,222,124,30%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Fury Cutter', 'Shadow Claw', 'Close Combat', 'Dig', 'Night Slash']"
336,Seviper,Poison,,Hoenn,196,118,30%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}","['Iron Tail', 'Poison Jab', 'Crunch', 'Poison Fang', 'Wrap']"
337,Lunatone,Rock,Psychic,Hoenn,178,153,30%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost', 'Grass', 'Ground', 'Steel', 'Water']}","['Confusion', 'Rock Throw', 'Moonblast', 'Psychic', 'Rock Slide']"
338,Solrock,Rock,Psychic,Hoenn,178,153,30%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost', 'Grass', 'Ground', 'Steel', 'Water']}","['Confusion', 'Rock Throw', 'Psychic', 'Rock Slide', 'Solar Beam']"
339,Barboach,Water,Ground,Hoenn,93,82,50%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},"['Mud Shot', 'Water Gun', 'Aqua Tail', 'Ice Beam', 'Mud Bomb']"
340,Whiscash,Water,Ground,Hoenn,151,141,20%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},"['Mud Shot', 'Water Gun', 'Blizzard', 'Mud Bomb', 'Water Pulse']"
341,Corphish,Water,,Hoenn,141,99,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Bubble', 'Rock Smash', 'Aqua Jet', 'Bubble Beam', 'Vise Grip']"
342,Crawdaunt,Water,Dark,Hoenn,224,142,20%,"{'62.5%': ['Dark', 'Fire', 'Ghost', 'Ice', 'Steel', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Electric', 'Fairy', 'Fighting', 'Grass']}","['Snarl', 'Waterfall', 'Bubble Beam', 'Crabhammer', 'Night Slash', 'Vise Grip']"
343,Baltoy,Ground,Psychic,Hoenn,77,124,50%,"{'62.5%': ['Fighting', 'Poison', 'Psychic', 'Rock'], '39%': ['Electric']}","{'160%': ['Bug', 'Dark', 'Ghost', 'Grass', 'Ice', 'Water']}","['Confusion', 'Extrasensory', 'Dig', 'Gyro Ball', 'Psybeam']"
344,Claydol,Ground,Psychic,Hoenn,140,229,20%,"{'62.5%': ['Fighting', 'Poison', 'Psychic', 'Rock'], '39%': ['Electric']}","{'160%': ['Bug', 'Dark', 'Ghost', 'Grass', 'Ice', 'Water']}","['Confusion', 'Extrasensory', 'Mud-Slap', 'Earth Power', 'Earthquake', 'Gyro Ball', 'Ice Beam', 'Psychic', 'Rock Tomb', 'Shadow Ball']"
345,Lileep,Rock,Grass,Hoenn,105,150,50%,"{'62.5%': ['Electric', 'Normal']}","{'160%': ['Bug', 'Fighting', 'Ice', 'Steel']}","['Acid', 'Infestation', 'Bullet Seed', 'Ancient Power', 'Grass Knot', 'Mirror Coat']"
346,Cradily,Rock,Grass,Hoenn,152,194,20%,"{'62.5%': ['Electric', 'Normal']}","{'160%': ['Bug', 'Fighting', 'Ice', 'Steel']}","['Acid', 'Bullet Seed', 'Infestation', 'Bulldoze', 'Grass Knot', 'Stone Edge']"
347,Anorith,Rock,Bug,Hoenn,176,100,50%,"{'62.5%': ['Normal', 'Poison']}","{'160%': ['Rock', 'Steel', 'Water']}","['Scratch', 'Struggle Bug', 'Ancient Power', 'Aqua Jet', 'Cross Poison']"
348,Armaldo,Rock,Bug,Hoenn,222,174,20%,"{'62.5%': ['Normal', 'Poison']}","{'160%': ['Rock', 'Steel', 'Water']}","['Fury Cutter', 'Struggle Bug', 'Cross Poison', 'Rock Blast', 'Water Pulse']"
349,Feebas,Water,,Hoenn,29,85,70%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Splash', 'Tackle', 'Mirror Coat']"
350,Milotic,Water,,Hoenn,192,219,10%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Dragon Tail', 'Waterfall', 'Blizzard', 'Hyper Beam', 'Surf']"
351,Castform,Normal,,Hoenn,139,139,30%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Hex', 'Tackle', 'Energy Ball', 'Hurricane', 'Weather Ball', 'Weather Ball', 'Ember', 'Tackle', 'Fire Blast', 'Solar Beam', 'Weather Ball', 'Tackle', 'Water Gun', 'Hydro Pump', 'Thunder', 'Weather Ball', 'Powder Snow', 'Tackle', 'Blizzard', 'Ice Beam', 'Weather Ball']"
352,Kecleon,Normal,,Hoenn,161,189,30%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Lick', 'Sucker Punch', 'Aerial Ace', 'Flamethrower', 'Foul Play', 'Ice Beam', 'Shadow Sneak', 'Thunder']"
353,Shuppet,Ghost,,Hoenn,138,65,40%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}","['Astonish', 'Feint Attack', 'Night Shade', 'Ominous Wind', 'Shadow Sneak']"
354,Banette,Ghost,,Hoenn,218,126,20%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}","['Hex', 'Shadow Claw', 'Dazzling Gleam', 'Shadow Ball', 'Thunder']"
355,Duskull,Ghost,,Hoenn,70,162,40%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}","['Astonish', 'Hex', 'Night Shade', 'Ominous Wind', 'Shadow Sneak']"
356,Dusclops,Ghost,,Hoenn,124,234,20%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}","['Feint Attack', 'Hex', 'Fire Punch', 'Ice Punch', 'Shadow Punch']"
357,Tropius,Grass,Flying,Hoenn,136,163,30%,"{'62.5%': ['Fighting', 'Water'], '39%': ['Grass'], '24%': ['Ground']}","{'160%': ['Fire', 'Flying', 'Poison', 'Rock'], '256%': ['Ice']}","['Air Slash', 'Razor Leaf', 'Aerial Ace', 'Leaf Blade', 'Stomp']"
358,Chimecho,Psychic,,Hoenn,175,170,30%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Astonish', 'Extrasensory', 'Energy Ball', 'Psyshock', 'Shadow Ball']"
359,Absol,Dark,,Hoenn,246,120,50%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}","['Psycho Cut', 'Snarl', 'Dark Pulse', 'Megahorn', 'Payback', 'Thunder']"
360,Wynaut,Psychic,,Hoenn,41,86,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Counter', 'Splash', 'Mirror Coat']"
361,Snorunt,Ice,,Hoenn,95,95,50%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}","['Hex', 'Powder Snow', 'Avalanche', 'Icy Wind', 'Shadow Ball']"
362,Glalie,Ice,,Hoenn,162,162,20%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}","['Frost Breath', 'Ice Shard', 'Avalanche', 'Gyro Ball', 'Shadow Ball']"
